EUM,TIPO,SUBTIPO,CUENCA,REGIÓN,PROVINCIA,DISTRITO,Latitud,Longitud,CÓDIGO DERECHO MINERO,NOMBRE DERECHO MINERO,NOMBRE TITULAR,GENERADOR,RESPONSABLE,ESTUDIO AMBIENTAL,Puntaje,Riesgo
PILLUANA,LABOR MINERA,TAJO,BAJO HUALLAGA,SAN MARTIN,PICOTA,PILLUANA,-6.76349681,-76.28514945,010199911;010342997,PILLUANA 1;SODIO TROPICAL,"AURIFERA VILLA S.A.;BELAUNDE AUBRY, FERNANDO;CEMENTOS PACASMAYO S.A.A.;S.M.R.L. SODIO TROPICAL",NO IDENTIFICADO,---,---,41,3
