geometry,CCDD,Departamento,CCPP,Provincia,CCDI,Distrito,Capital
"{""type"":""Polygon"",""coordinates"":[[[-79.393545,-4.836169],[-79.428793,-4.747871],[-79.43754,-4.728876],[-79.457428,-4.702522],[-79.464058,-4.652398],[-79.487635,-4.623422],[-79.491601,-4.577594],[-79.481798,-4.573873],[-79.485275,-4.537641],[-79.496336,-4.521919],[-79.514878,-4.518618],[-79.527516,-4.529841],[-79.550686,-4.51503],[-79.566813,-4.509567],[-79.581357,-4.497978],[-79.582463,-4.482993],[-79.596791,-4.468006],[-79.600262,-4.456486],[-79.628077,-4.439354],[-79.645424,-4.434],[-79.681853,-4.44792],[-79.706433,-4.471572],[-79.721709,-4.470121],[-79.748835,-4.482898],[-79.793885,-4.492982],[-79.801717,-4.488672],[-79.796312,-4.505883],[-79.798435,-4.522078],[-79.778531,-4.549393],[-79.755572,-4.560467],[-79.745691,-4.579861],[-79.757793,-4.60057],[-79.762928,-4.617545],[-79.77093,-4.634582],[-79.784732,-4.634951],[-79.794826,-4.648408],[-79.792182,-4.675896],[-79.803971,-4.66818],[-79.825785,-4.674072],[-79.836176,-4.695646],[-79.850271,-4.711103],[-79.830687,-4.728408],[-79.815055,-4.747635],[-79.783445,-4.753098],[-79.77048,-4.751725],[-79.754266,-4.754828],[-79.743254,-4.775529],[-79.717742,-4.805049],[-79.703379,-4.813105],[-79.685961,-4.8059],[-79.649775,-4.830133],[-79.655435,-4.865211],[-79.648867,-4.877607],[-79.634978,-4.877582],[-79.628047,-4.884906],[-79.617012,-4.881412],[-79.612123,-4.869412],[-79.589967,-4.850379],[-79.582594,-4.849428],[-79.554115,-4.857945],[-79.53602,-4.855031],[-79.53092,-4.861666],[-79.512826,-4.863695],[-79.490192,-4.878194],[-79.491125,-4.897283],[-79.496209,-4.912637],[-79.489258,-4.938614],[-79.472244,-4.951789],[-79.462994,-4.951671],[-79.453215,-4.970873],[-79.414752,-4.955053],[-79.404806,-4.94494],[-79.409803,-4.926428],[-79.406186,-4.909296],[-79.417203,-4.884787],[-79.408577,-4.867054],[-79.405539,-4.850106],[-79.393545,-4.836169]]]}",20,Piura,2,Ayabaca,1,Ayabaca,AYABACA
"{""type"":""Polygon"",""coordinates"":[[[-79.90466,-4.8349],[-79.922314,-4.838646],[-79.930748,-4.850318],[-79.949156,-4.863912],[-79.958203,-4.858519],[-79.974785,-4.868809],[-79.986701,-4.859648],[-80.001732,-4.860752],[-80.014492,-4.85092],[-80.030746,-4.85134],[-80.042609,-4.842051],[-80.054045,-4.840959],[-80.062578,-4.818227],[-80.059717,-4.799],[-80.077258,-4.776934],[-80.08506,-4.794275],[-80.114762,-4.804969],[-80.102782,-4.821845],[-80.103966,-4.835317],[-80.093734,-4.844871],[-80.09836,-4.86613],[-80.11709,-4.88237],[-80.121986,-4.892494],[-80.111848,-4.900672],[-80.110544,-4.912358],[-80.097801,-4.931732],[-80.079246,-4.940141],[-80.09008,-4.968203],[-80.082562,-5.004467],[-80.056603,-5.011469],[-80.038801,-5.026359],[-80.02199,-5.018305],[-80.002246,-5.015973],[-79.991973,-5.024682],[-79.97798,-5.0265],[-79.95932,-5.0367],[-79.94047,-5.0314],[-79.925277,-5.019379],[-79.909168,-5.0194],[-79.90225,-5.01149],[-79.900103,-4.994762],[-79.878568,-4.984842],[-79.862434,-4.972045],[-79.858613,-4.955131],[-79.850924,-4.955916],[-79.84956,-4.972375],[-79.831342,-4.993914],[-79.820084,-4.991896],[-79.806373,-4.997889],[-79.794315,-4.992596],[-79.788484,-4.990822],[-79.795846,-4.963441],[-79.804176,-4.954574],[-79.800039,-4.924264],[-79.808394,-4.911016],[-79.818008,-4.9135],[-79.82715,-4.901504],[-79.842439,-4.895836],[-79.854049,-4.878906],[-79.879039,-4.880301],[-79.886002,-4.859896],[-79.884258,-4.841883],[-79.90466,-4.8349]]]}",20,Piura,2,Ayabaca,2,Frias,FRIAS
"{""type"":""Polygon"",""coordinates"":[[[-79.801717,-4.488672],[-79.817173,-4.485159],[-79.839844,-4.467603],[-79.853004,-4.451312],[-79.859955,-4.468244],[-79.873271,-4.478047],[-79.878279,-4.50399],[-79.878648,-4.523135],[-79.837896,-4.546643],[-79.842475,-4.563807],[-79.857824,-4.583258],[-79.847826,-4.596668],[-79.824289,-4.59351],[-79.799809,-4.607252],[-79.781506,-4.609371],[-79.78141,-4.5939],[-79.799519,-4.5791],[-79.806668,-4.565668],[-79.798435,-4.522078],[-79.796312,-4.505883],[-79.801717,-4.488672]]]}",20,Piura,2,Ayabaca,3,Jilili,JILILI
"{""type"":""Polygon"",""coordinates"":[[[-79.850271,-4.711103],[-79.855185,-4.701266],[-79.877971,-4.687818],[-79.909342,-4.711166],[-79.90717,-4.738111],[-79.916801,-4.742646],[-79.919264,-4.756609],[-79.908531,-4.776211],[-79.91109,-4.792938],[-79.882887,-4.802613],[-79.90466,-4.8349],[-79.884258,-4.841883],[-79.886002,-4.859896],[-79.879039,-4.880301],[-79.859225,-4.858562],[-79.833838,-4.859623],[-79.814625,-4.847543],[-79.799814,-4.815949],[-79.79482,-4.811873],[-79.784158,-4.784803],[-79.781894,-4.770912],[-79.77048,-4.751725],[-79.783445,-4.753098],[-79.815055,-4.747635],[-79.830687,-4.728408],[-79.850271,-4.711103]]]}",20,Piura,2,Ayabaca,4,Lagunas,LAGUNAS
"{""type"":""Polygon"",""coordinates"":[[[-79.857824,-4.583258],[-79.887441,-4.587518],[-79.899002,-4.592631],[-79.907174,-4.615309],[-79.90979,-4.639011],[-79.904935,-4.655422],[-79.885135,-4.672574],[-79.877971,-4.687818],[-79.855185,-4.701266],[-79.850271,-4.711103],[-79.836176,-4.695646],[-79.825785,-4.674072],[-79.803971,-4.66818],[-79.792182,-4.675896],[-79.794826,-4.648408],[-79.784732,-4.634951],[-79.77093,-4.634582],[-79.762928,-4.617545],[-79.781506,-4.609371],[-79.799809,-4.607252],[-79.824289,-4.59351],[-79.847826,-4.596668],[-79.857824,-4.583258]]]}",20,Piura,2,Ayabaca,5,Montero,MONTERO
"{""type"":""Polygon"",""coordinates"":[[[-79.453215,-4.970873],[-79.462994,-4.951671],[-79.472244,-4.951789],[-79.489258,-4.938614],[-79.496209,-4.912637],[-79.491125,-4.897283],[-79.490192,-4.878194],[-79.512826,-4.863695],[-79.53092,-4.861666],[-79.53602,-4.855031],[-79.554115,-4.857945],[-79.582594,-4.849428],[-79.589967,-4.850379],[-79.612123,-4.869412],[-79.617012,-4.881412],[-79.628047,-4.884906],[-79.634978,-4.877582],[-79.648867,-4.877607],[-79.655435,-4.865211],[-79.649775,-4.830133],[-79.685961,-4.8059],[-79.703379,-4.813105],[-79.717742,-4.805049],[-79.743254,-4.775529],[-79.754266,-4.754828],[-79.77048,-4.751725],[-79.781894,-4.770912],[-79.784158,-4.784803],[-79.79482,-4.811873],[-79.799814,-4.815949],[-79.814625,-4.847543],[-79.833838,-4.859623],[-79.859225,-4.858562],[-79.879039,-4.880301],[-79.854049,-4.878906],[-79.842439,-4.895836],[-79.82715,-4.901504],[-79.818008,-4.9135],[-79.808394,-4.911016],[-79.800039,-4.924264],[-79.804176,-4.954574],[-79.795846,-4.963441],[-79.788484,-4.990822],[-79.775221,-5.000955],[-79.75463,-5.02484],[-79.72943,-5.02178],[-79.73121,-5.04509],[-79.725282,-5.056798],[-79.705965,-5.066557],[-79.67826,-5.09355],[-79.651406,-5.099867],[-79.642209,-5.107217],[-79.618728,-5.099221],[-79.600035,-5.084377],[-79.59525,-5.05665],[-79.57893,-5.061059],[-79.555982,-5.076002],[-79.546057,-5.074967],[-79.518191,-5.084764],[-79.496863,-5.108187],[-79.487818,-5.110787],[-79.496484,-5.097449],[-79.484655,-5.078663],[-79.474929,-5.052846],[-79.481921,-5.021529],[-79.453215,-4.970873]]]}",20,Piura,2,Ayabaca,6,Pacaipampa,PACAIPAMPA
"{""type"":""Polygon"",""coordinates"":[[[-79.899002,-4.592631],[-79.912482,-4.595928],[-79.920203,-4.58725],[-79.944016,-4.576811],[-79.959182,-4.576053],[-79.979014,-4.567115],[-79.991158,-4.572654],[-80.018859,-4.564557],[-80.024635,-4.580629],[-80.050387,-4.580736],[-80.0661,-4.58793],[-80.089187,-4.583771],[-80.11483,-4.572779],[-80.132598,-4.576266],[-80.143326,-4.600078],[-80.15342,-4.604191],[-80.141486,-4.641758],[-80.125697,-4.661297],[-80.123566,-4.673012],[-80.105613,-4.670531],[-80.101227,-4.663463],[-80.075301,-4.662426],[-80.035553,-4.656346],[-80.023752,-4.661922],[-80.00998,-4.675578],[-80.010252,-4.694613],[-79.954621,-4.706453],[-79.939941,-4.720281],[-79.932842,-4.739592],[-79.916801,-4.742646],[-79.90717,-4.738111],[-79.909342,-4.711166],[-79.877971,-4.687818],[-79.885135,-4.672574],[-79.904935,-4.655422],[-79.90979,-4.639011],[-79.907174,-4.615309],[-79.899002,-4.592631]]]}",20,Piura,2,Ayabaca,7,Paimas,PAIMAS
"{""type"":""Polygon"",""coordinates"":[[[-79.916801,-4.742646],[-79.932842,-4.739592],[-79.939941,-4.720281],[-79.954621,-4.706453],[-80.010252,-4.694613],[-80.019728,-4.699912],[-80.025693,-4.718234],[-80.049689,-4.730773],[-80.077322,-4.731553],[-80.092457,-4.741945],[-80.095258,-4.753529],[-80.081543,-4.765445],[-80.077258,-4.776934],[-80.059717,-4.799],[-80.062578,-4.818227],[-80.054045,-4.840959],[-80.042609,-4.842051],[-80.030746,-4.85134],[-80.014492,-4.85092],[-80.001732,-4.860752],[-79.986701,-4.859648],[-79.974785,-4.868809],[-79.958203,-4.858519],[-79.949156,-4.863912],[-79.930748,-4.850318],[-79.922314,-4.838646],[-79.90466,-4.8349],[-79.882887,-4.802613],[-79.91109,-4.792938],[-79.908531,-4.776211],[-79.919264,-4.756609],[-79.916801,-4.742646]]]}",20,Piura,2,Ayabaca,8,Sapillica,SAPILLICA
"{""type"":""Polygon"",""coordinates"":[[[-79.762928,-4.617545],[-79.757793,-4.60057],[-79.745691,-4.579861],[-79.755572,-4.560467],[-79.778531,-4.549393],[-79.798435,-4.522078],[-79.806668,-4.565668],[-79.799519,-4.5791],[-79.78141,-4.5939],[-79.781506,-4.609371],[-79.762928,-4.617545]]]}",20,Piura,2,Ayabaca,9,Sicchez,SICCHEZ
"{""type"":""Polygon"",""coordinates"":[[[-79.853004,-4.451312],[-79.854055,-4.434467],[-79.87135,-4.412982],[-79.9207,-4.38561],[-79.938109,-4.396561],[-79.959922,-4.394984],[-79.97878,-4.37921],[-79.99177,-4.37996],[-80.008189,-4.368969],[-80.014094,-4.356877],[-80.030275,-4.348266],[-80.040219,-4.335873],[-80.051047,-4.330791],[-80.061476,-4.310221],[-80.091445,-4.30092],[-80.10424,-4.290957],[-80.134961,-4.296283],[-80.141797,-4.285631],[-80.153986,-4.303269],[-80.178705,-4.303777],[-80.194861,-4.346361],[-80.219014,-4.355318],[-80.219695,-4.376355],[-80.232236,-4.378596],[-80.266715,-4.410937],[-80.277084,-4.4041],[-80.295646,-4.424769],[-80.289877,-4.433238],[-80.283756,-4.425768],[-80.272234,-4.438707],[-80.265262,-4.429371],[-80.226039,-4.445955],[-80.21236,-4.46302],[-80.223,-4.46923],[-80.21425,-4.48447],[-80.21374,-4.49797],[-80.22377,-4.51396],[-80.22213,-4.52987],[-80.20375,-4.56369],[-80.20768,-4.58466],[-80.221426,-4.595451],[-80.20485,-4.609023],[-80.18586,-4.603363],[-80.15342,-4.604191],[-80.143326,-4.600078],[-80.132598,-4.576266],[-80.11483,-4.572779],[-80.089187,-4.583771],[-80.0661,-4.58793],[-80.050387,-4.580736],[-80.024635,-4.580629],[-80.018859,-4.564557],[-79.991158,-4.572654],[-79.979014,-4.567115],[-79.959182,-4.576053],[-79.944016,-4.576811],[-79.920203,-4.58725],[-79.912482,-4.595928],[-79.899002,-4.592631],[-79.887441,-4.587518],[-79.857824,-4.583258],[-79.842475,-4.563807],[-79.837896,-4.546643],[-79.878648,-4.523135],[-79.878279,-4.50399],[-79.873271,-4.478047],[-79.859955,-4.468244],[-79.853004,-4.451312]]]}",20,Piura,2,Ayabaca,10,Suyo,SUYO
